  Hz	 Vrms	dBV	deg
100.0	0.011	-39.461
200.0	0.009	-41.228
300.0	0.009	-40.773
400.0	0.010	-40.223
500.0	0.011	-39.023
600.0	0.011	-38.858
700.0	0.016	-35.956
800.0	0.018	-34.790
900.0	0.021	-33.467
1000.0	0.023	-32.592
2000.0	0.052	-25.620
3000.0	0.074	-22.558
4000.0	0.087	-21.174
5000.0	0.097	-20.253
6000.0	0.105	-19.596
7000.0	0.109	-19.215
8000.0	0.116	-18.740
9000.0	0.121	-18.376
10000	0.127	-17.938
